Materia;abstain;name;for;time;against;id;dispensed;Artículo;date;Trámite;Sesión;Tipo de votación;Quorum;Observaciones
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;0;Boletín N°3138-21;103;19:26;0;1887;0;Todos los artículos con excepción de los Nros. 1, 2, 3 del artículo 1º y Nros. 1, 3 y 5 del artículo 2º;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;General;Quorum Simple;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;0;Boletín N°3138-21;71;19:27;32;1888;0;Artículo 1º, Nros. 1, 2 y 3 y Nº1 del artículo 2º;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;General;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;0;Boletín N°3138-21;70;19:27;32;1889;0;2º, Nros. 3 y 5;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;General;Ley Orgánica Constitucional;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;5;Boletín N°3138-21;69;19:32;30;1890;0;Indicación Nº1, inciso primero;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;4;Boletín N°3138-21;50;19:32;39;1891;0;Indicación Nº1, inciso segundo;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;0;Boletín N°3138-21;58;19:33;44;1892;0;Indicación Nº2;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;1;Boletín N°3138-21;31;19:46;64;1893;0;Indicación Nº3;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;2;Boletín N°3138-21;42;19:48;57;1894;0;1º, Nº2 propuesto por Comisión de Pesca;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;0;Boletín N°3138-21;54;19:50;50;1895;0;Indicación Nº5;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;1;Boletín N°3138-21;1;19:51;98;1896;0;1º, Nº3;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;General;Quorum Simple;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;2;Boletín N°3138-21;65;19:53;21;1897;0;Indicación Nº6;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;2;Boletín N°3138-21;27;19:54;67;1898;0;Indicación Nº7;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;38;Boletín N°3138-21;38;19:58;24;1899;0;1º, Nº1;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;1;Boletín N°3138-21;100;20:01;0;1900;0;1º, Nº4, letra a);21.11.2002;Primer Trámite Constitucional / Primer Informe;27;General;Quorum Simple;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;1;Boletín N°3138-21;96;20:01;0;1901;0;1º, Nº4 letra b);21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Simple;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;1;Boletín N°3138-21;65;20:02;29;1902;0;1º, Nº4, letra c);21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Simple;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;3;Boletín N°3138-21;37;20:03;53;1903;0;Indicación Nº8;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;2;Boletín N°3138-21;11;20:06;81;1904;0;Indicación Nº9;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;4;Boletín N°3138-21;61;20:08;35;1905;0;Indicación Nº11;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;1;Boletín N°3138-21;58;20:10;32;1906;0;Nº1 Artículo 2º;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;General;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;0;Boletín N°3138-21;33;20:12;64;1907;0;Indicación Nº12;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Simple;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;30;Boletín N°3138-21;63;20:13;0;1908;0;Nº2 del artículo 2º proopuesto por la Comisión de Pesca;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;General;Quorum Simple;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;0;Boletín N°3138-21;94;20:14;0;1909;0;2º, Nº3;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Ley Orgánica Constitucional;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;0;Boletín N°3138-21;94;20:15;0;1910;0;2º, Nº4;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Simple;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;5;Boletín N°3138-21;89;20:16;0;1911;0;2º, Nº5, indicación Nº13;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Ley Orgánica Constitucional;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;0;Boletín N°3138-21;93;20:16;0;1912;0;2º, Nº5 propuesto por la Comisión de Pesca;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Ley Orgánica Constitucional;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;3;Boletín N°3138-21;23;20:17;68;1913;0;2º, Nº6, propuesto por Comisión de Pesca;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Simple;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;1;Boletín N°3138-21;20;20:18;59;1914;0;2º, Nº7, propuesto por Comisión de Pesca;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;0;Boletín N°3138-21;99;20:19;0;1915;0;2º, Nº8, indicación 13-A;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Calificado;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;3;Boletín N°3138-21;19;20:23;71;1916;0;Indicación Nº18;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Simple;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;2;Boletín N°3138-21;56;20:25;35;1917;0;Indicación Nº19;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Simple;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;3;Boletín N°3138-21;49;20:26;43;1918;0;1º, transitorio propuesto por Comisión de pesca;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Simple;
Prorroga la vigencia de la ley Nº19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones en la Ley General de Pesca.;3;Boletín N°3138-21;35;20:28;61;1919;0;2º transitorio;21.11.2002;Primer Trámite Constitucional / Primer Informe;27;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;42;13:08;45;1920;0;Enmienda del Senado a los arts. 1º y 2º propuesto por la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;1;Boletín N°1721-12;86;13:09;3;1921;0;Propuesta del Senado respecto del Título III;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;General;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;92;13:10;0;1922;0;Enmienda del Senado respecto del art. 3º propuesto por la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;92;13:10;0;1923;0;Enmienda del Senado respecto del art. 4º propuesto por la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;General;Quorum Simple;
Sobre protección de los animales;1;Boletín N°1721-12;78;13:11;0;1924;0;Enmienda del Senado al art. 5º propuesto por la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;80;13:12;5;1925;0;Enmienda del Senado al Título IV propuesto por la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;General;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;90;13:13;0;1926;0;Enmienda del Senado al art. 7º propuesto por la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;General;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;86;13:13;1;1927;0;Enmienda del Senado al art. 8º propuesto por la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;General;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;42;13:15;51;1930;0;Eliminación propuesta por el H. Senado al art. 9º de la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;General;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;41;13:16;47;1931;0;Eliminación del Senado al artículo 10 de la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;45;13:17;48;1932;0;Enmienda del H. Senado al art. 11 de la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;93;13:17;3;1933;0;Enmienda del Senado al art. 12 de la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;General;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;87;13:18;1;1934;0;Enmienda del Senado al art. 13 de la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;93;13:19;0;1935;0;Enmienda del Senado a los arts. 14 y 15 de la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;87;13:20;1;1936;0;Enmienda del Senado al Título VI;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;39;13:20;47;1937;0;Enmienda del Senado al art. 16 de la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Calificado;
Sobre protección de los animales;0;Boletín N°1721-12;41;13:21;50;1938;0;Enmienda del Senado al art. 17 de la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;87;13:22;1;1939;0;Enmienda del Senado a los arts. 18 y 19 de la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Ley Orgánica Constitucional;
Sobre protección de los animales;0;Boletín N°1721-12;86;13:22;1;1940;0;12, nuevo del Senado;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;65;13:23;25;1941;0;Enmienda del Senado al art. 20 de la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;84;13:24;0;1942;0;Enmienda del Senado al art. 21 de la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;40;13:24;50;1943;0;Eliminación del Senado al artículo 22;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;2;Boletín N°1721-12;85;13:25;2;1944;0;14, nuevo;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;86;13:25;1;1945;0;15, nuevo del Senado;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;41;13:26;47;1946;0;16, nuevo del Senado;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;42;13:26;51;1947;0;Eliminación del Senado al art. 1º transitorio de la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;76;13:27;5;1948;0;2º Transitorio;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Sobre protección de los animales;0;Boletín N°1721-12;84;13:27;1;1949;0;3 Transitorio de la Cámara;3.12.2002;Tercer Trámite Constitucional / Primer Informe;28;Particular;Quorum Simple;
Autoriza el establecimiento de empresas individuales de responsabilidad limitada;0;Boletín N°370-07(S);77;13:35;0;1950;0;;3.12.2002;Primer Trámite Constitucional / Segundo Informe;28;Particular;Quorum Simple;
Proyecto de ley que modifica la ley N° 18.695, orgánica constitucional de Municipalidades, en materia de apremios.;1;Boletín N°3146-06;93;13:22;0;1954;0;;4.12.2002;Primer Trámite Constitucional / Primer Informe;29;General;Quorum Simple;
Proyecto de ley que establece nuevas normas para la repropgramación de deudas provenientes del crédito solidario de la educación superior.;0;Boletín N°2964-04(S);89;13:23;0;1955;0;;4.12.2002;Segundo Trámite Constitucional / Primer Informe;29;General y particular;Quorum Simple;
Comisión de Economía estudie la situación que afecta al mercado aéreo nacional;0;Proyecto de Acuerdo N°142;43;13:46;0;1957;0;;4.12.2002;;29;General;;
Proyecto de Ley que prorroga la vigencia de la ley Nº 19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones a la Ley General de Pesca;1;Boletín N°3138-21;102;13:52;3;1958;0;Proposición del Senado al art. 1º Nº4;5.12.2002;Tercer Trámite Constitucional / Primer Informe;30;Particular;Quorum Simple;
Proyecto de Ley que prorroga la vigencia de la ley Nº 19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones a la Ley General de Pesca;5;Boletín N°3138-21;97;13:53;4;1959;0;1º, Nº5;5.12.2002;Tercer Trámite Constitucional / Primer Informe;30;Particular;Quorum Calificado;
Proyecto de Ley que prorroga la vigencia de la ley Nº 19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones a la Ley General de Pesca;0;Boletín N°3138-21;75;13:57;32;1960;0;Artículo 1º, Nº6 Proposición del Senado al encabezamiento;5.12.2002;Tercer Trámite Constitucional / Primer Informe;30;General;Quorum Calificado;
Proyecto de Ley que prorroga la vigencia de la ley Nº 19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones a la Ley General de Pesca;1;Boletín N°3138-21;105;13:58;0;1961;0;1º, Nº6 que agrega las letras d), e), f) y g);5.12.2002;Tercer Trámite Constitucional / Primer Informe;30;Particular;Quorum Calificado;
Proyecto de Ley que prorroga la vigencia de la ley Nº 19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones a la Ley General de Pesca;3;Boletín N°3138-21;94;13:59;10;1962;0;Propsición del Senado de suprimir el Nº3 de la Cámara;5.12.2002;Tercer Trámite Constitucional / Primer Informe;30;Particular;Quorum Simple;
Proyecto de Ley que prorroga la vigencia de la ley Nº 19.713, establece un nuevo nivel de patente pesquera industrial e introduce modificaciones a la Ley General de Pesca;1;Boletín N°3138-21;105;14:00;0;1963;0;2º, Nº1;5.12.2002;Tercer Trámite Constitucional / Primer Informe;30;Particular;Quorum Calificado;
Reforma constitucional que establece la obligatoriedad y gratuidad de la educación media.;1;Boletín N°3039-07;104;13:49;0;1964;0;;10.12.2002;Primer Trámite Constitucional / Primer Informe;31;General;Reforma Constitucional 2/3, se requiere la aprobación de los dos tercios de los señores Diputados en ejercicio;
Plan estratégico para el sector silvoagropecuario frente a tratados de libre comercio;7;Proyecto de Acuerdo N°145;28;14:04;29;1965;0;;10.12.2002;;31;General;;
Recursos en Ley de Presupuestos para entrega de canasta básica a cesantes;3;Proyecto de Acuerdo N°147;34;14:11;2;1967;0;;10.12.2002;;31;General;;
;0;;52;14:28;0;1968;0;;10.12.2002;;31;General;Quorum Simple;
Establece como obligatoria la declaración patrimonial de bienes a las autoridades que ejercen una función pública.;2;Boletín N°2394-07;80;12:48;3;1969;0;;11.12.2002;Primer Trámite Constitucional / Primer Informe;32;General;Ley Orgánica Constitucional;
Proyecto de ley que crea una bonificación a la contratación de mano de obra en las regiones I, XI, XII y provincias de Chiloé y Palena.;1;Boletín N°3107-05;67;13:28;1;1970;0;;11.12.2002;Primer Trámite Constitucional / Primer Informe;32;General;Quorum Simple;
Proyecto de ley que crea una bonificación a la contratación de mano de obra en las regiones I, XI, XII y provincias de Chiloé y Palena.;0;Boletín N°3107-05;36;13:30;38;1971;0;Indicación Comisión de Hacienda al art. 2º;11.12.2002;Primer Trámite Constitucional / Primer Informe;32;Particular;Quorum Simple;
Proyecto de ley que crea una bonificación a la contratación de mano de obra en las regiones I, XI, XII y provincias de Chiloé y Palena.;0;Boletín N°3107-05;72;13:31;0;1972;0;2º;11.12.2002;Primer Trámite Constitucional / Primer Informe;32;Particular;Quorum Simple;
Medidas para la búsqueda de solución al conflicto entre Palestina e Israel;1;Proyecto de Acuerdo N°166;64;17:48;0;1976;0;;11.12.2002;;33;General;;
Proyecto de ley que establece un mecanismo para compensar los menores ingresos municipales, con ocasión de una nueva determinación de coeficientes de distribución del fondo común municipal.;0;Boletín N°3173-06;75;12:01;0;1977;0;;12.12.2002;Primer Trámite Constitucional / Primer Informe;34;General y particular;Quorum Simple;
Proyecto de Ley que establece un régimen de garantías de salud.;1;Boletín N°2947-11;89;15:51;0;1978;0;;12.12.2002;Primer Trámite Constitucional / Primer Informe;34;General;Quorum Simple;
Proyecto que aprueba el Acuerdo por el que se establece una Asociación entre la Comunidad Europea y sus Estados Miembros, por una parte, y la República de Chile por la otra y sus anexos, apéndices, protocolos y notas, suscritos en  Bruselas, el 18 de noviembre de 2002.;1;Boletín N°3147-10;107;17:52;3;1979;0;;17.12.2002;Primer Trámite Constitucional / Primer Informe;35;General;Ley Orgánica Constitucional;
Reforma constitucional que establece la obligatoriedad y gratuidad de la educación media.;2;Boletín N°3039-07;31;12:30;61;1980;0;Indicación renovada;18.12.2002;Primer Trámite Constitucional / Segundo Informe;36;Particular;Reforma Constitucional 2/3, se requiere la aprobación de los dos tercios de los señores Diputados en ejercicio;
Reforma constitucional que establece la obligatoriedad y gratuidad de la educación media.;2;Boletín N°3039-07;94;12:30;1;1981;0;Único;18.12.2002;Primer Trámite Constitucional / Segundo Informe;36;Particular;Reforma Constitucional 2/3, se requiere la aprobación de los dos tercios de los señores Diputados en ejercicio;
Sobre los derechos y deberes de las personas en materia de salud.;0;Boletín N°2727-11;85;13:35;0;1982;0;;18.12.2002;Primer Trámite Constitucional / Primer Informe;36;General;Quorum Simple;
Solicita a Ministerio de Salud deje sin efecto medidas destinadas a suspender entrega de leche a los que indica;1;Proyecto de Acuerdo N°171;74;13:47;0;1983;0;;18.12.2002;;36;General;;
Solicitar a S.E. el Presidente de la República un proyecto de ley que amplíe el giro de la Empresa de Correos de Chile;0;Proyecto de Acuerdo N°;56;13:57;0;1984;0;;18.12.2002;;36;General;;
Proyecto de ley que crea una bonificación a la contratación de mano de obra en las regiones I, XI, XII y provincias de Chiloé y Palena.;1;Boletín N°3107-05;44;10:50;1;1986;0;;19.12.2002;Tercer Trámite Constitucional / Primer Informe;37;Particular;Quorum Simple;
Moderniza la normativa reguladora de los arrendamientos de predios urbanos.;0;Boletín N°2625-07(S);65;12:06;0;1990;0;;19.12.2002;Segundo Trámite Constitucional / Primer Informe;37;General;Quorum Simple;
Modifica la ley N° 18.933, sobre instituciones de salud previsional;0;Boletín N°2981-11;82;13:21;0;1992;0;;7.1.2003;Primer Trámite Constitucional / Primer Informe;38;General;Quorum Simple;
Eliminación del impuesto del artículo 46 del D.L. Nº825, que recarga con un 85% la importación de automóviles que excedan de US$15.740;0;Proyecto de Acuerdo N°149;61;13:30;3;1994;0;;7.1.2003;;38;General;;
Solicitar el apoyo del Gobierno al proyecto de ley sobre reparación del daño previsional;0;Proyecto de Acuerdo N°153;45;13:37;0;1996;0;;7.1.2003;;38;General;;
Sobre financiamiento urbano compartido.;0;Boletín N°2651-14;63;18:37;0;1997;0;1º;7.1.2003;Primer Trámite Constitucional / Segundo Informe;39;Particular;Quorum Simple;
Sobre financiamiento urbano compartido.;2;Boletín N°2651-14;72;18:41;5;1998;0;2º;7.1.2003;Primer Trámite Constitucional / Segundo Informe;39;Particular;Quorum Simple;
Sobre financiamiento urbano compartido.;0;Boletín N°2651-14;80;18:44;0;1999;0;3º, 5º, 10, 13, 16, 20, 23, 26, 27, 28, 30, 31, 34 nuevo;7.1.2003;Primer Trámite Constitucional / Segundo Informe;39;Particular;Quorum Simple;
Sobre financiamiento urbano compartido.;2;Boletín N°2651-14;69;18:53;14;2000;0;Declaración de inadmisibilidad de indicación renovada al artículo 7º;7.1.2003;Primer Trámite Constitucional / Segundo Informe;39;Particular;Quorum Simple;
Sobre financiamiento urbano compartido.;1;Boletín N°2651-14;65;18:54;7;2001;0;7º;7.1.2003;Primer Trámite Constitucional / Segundo Informe;39;Particular;Quorum Simple;
Sobre financiamiento urbano compartido.;5;Boletín N°2651-14;64;18:57;15;2002;0;Indicación renovada al artículo 11;7.1.2003;Primer Trámite Constitucional / Segundo Informe;39;Particular;Quorum Simple;
Sobre financiamiento urbano compartido.;0;Boletín N°2651-14;78;18:58;4;2003;0;12;7.1.2003;Primer Trámite Constitucional / Segundo Informe;39;Particular;Quorum Simple;
Sobre financiamiento urbano compartido.;0;Boletín N°2651-14;83;19:06;0;2004;0;Indicaciones renovadas al artículo 15;7.1.2003;Primer Trámite Constitucional / Segundo Informe;39;Particular;Quorum Simple;
Sobre financiamiento urbano compartido.;3;Boletín N°2651-14;56;19:08;19;2005;0;Indicación renovada al artículo 19;7.1.2003;Primer Trámite Constitucional / Segundo Informe;39;Particular;Quorum Simple;
Sobre financiamiento urbano compartido.;2;Boletín N°2651-14;40;19:15;38;2006;0;Indicación al artículo 25;7.1.2003;Primer Trámite Constitucional / Segundo Informe;39;Particular;Ley Orgánica Constitucional;
Sobre financiamiento urbano compartido.;1;Boletín N°2651-14;72;19:16;7;2007;0;25;7.1.2003;Primer Trámite Constitucional / Segundo Informe;39;Particular;Quorum Simple;
Sobre financiamiento urbano compartido.;1;Boletín N°2651-14;74;19:18;0;2008;0;33;7.1.2003;Primer Trámite Constitucional / Segundo Informe;39;Particular;Quorum Simple;
Proyecto de Ley que concede, por especial gracia, la nacionalidad chilena a don Giorgio Agostini Visentini.;1;Boletín N°2954-07(S);91;12:53;0;2010;0;;8.1.2003;Segundo Trámite Constitucional / Primer Informe;40;General y particular;Quorum Simple;
Crea sociedades anónimas deportivas profesionales.;0;Boletín N°3019-03;96;12:54;0;2011;0;En general menos el artículo 10, Nº10;8.1.2003;Primer Trámite Constitucional / Primer Informe;40;General;Quorum Simple;
Banco del Estado privilegie apoyo a pequeña y mediana empresa y concurso público para altos cargos del Banco del Estado, Codelco y Enap;1;Proyecto de Acuerdo N°154;29;13:08;12;2012;0;;8.1.2003;;40;General;;
Ejecutivo adopte medidas para terminar eventual monopolio de empresa administradora de tarjetas de crédito;0;Proyecto de Acuerdo N°155;40;13:19;0;2015;0;;8.1.2003;;40;General;;
Proyecto de ley que modifica el Código de Procedimiento penal en materia de libertad provisional, estableciendo facultades especiales a los jueces del crimen, al momento de otorgar este beneficio, para us cumplimiento.;0;Boletín N°3080-07;70;12:45;0;2016;0;;9.1.2003;Primer Trámite Constitucional / Primer Informe;41;General;Quorum Simple;
Remuneraciones de autoridades de Gobierno y cargos críticos de la Administración Pública, de los alcaldles y da normas sobre gastos reservados;2;Boletín N°3171-05;89;16:06;0;2021;0;Menos los artículos que requieren quórum especial;14.1.2003;Primer Trámite Constitucional / Primer Informe;42;General;Quorum Simple;
Remuneraciones de autoridades de Gobierno y cargos críticos de la Administración Pública, de los alcaldles y da normas sobre gastos reservados;4;Boletín N°3171-05;89;16:08;0;2022;0;1º, inciso tercero, 3º, 4º, 5º permanentes y el inciso penúltimo del artículo 2º transitorio;14.1.2003;Primer Trámite Constitucional / Primer Informe;42;General;Ley Orgánica Constitucional;
Remuneraciones de autoridades de Gobierno y cargos críticos de la Administración Pública, de los alcaldles y da normas sobre gastos reservados;0;Boletín N°3171-05;97;16:09;0;2023;0;1º, inciso tercero;14.1.2003;Primer Trámite Constitucional / Primer Informe;42;Particular;Ley Orgánica Constitucional;
Remuneraciones de autoridades de Gobierno y cargos críticos de la Administración Pública, de los alcaldles y da normas sobre gastos reservados;0;Boletín N°3171-05;103;16:10;0;2024;0;Indicación del Hacienda al artículo 3º;14.1.2003;Primer Trámite Constitucional / Primer Informe;42;Particular;Ley Orgánica Constitucional;
Remuneraciones de autoridades de Gobierno y cargos críticos de la Administración Pública, de los alcaldles y da normas sobre gastos reservados;0;Boletín N°3171-05;95;16:10;0;2025;0;4º;14.1.2003;Primer Trámite Constitucional / Primer Informe;42;Particular;Ley Orgánica Constitucional;
